Time,Cindy,Carmen,Marta,Marina,Kelly,Windy,f0,video_names,f
186.72 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-180-74,24000,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
186.76 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-179-74,24030,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
186.8 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-178-74,24060,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
186.84 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-177-74,24090,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
186.88 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-176-74,24120,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
186.92 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-174-74,24150,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
186.96 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-173-74,24180,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
187 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-172-74,24210,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
187.04 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-171-74,24240,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
187.08 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-169-74,24270,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
187.12 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-168-74,24300,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
187.16 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-167-74,24330,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
187.2 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-166-74,24360,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
187.24 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-164-74,24390,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
187.28 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-163-74,24420,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
187.32 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-162-74,24450,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
187.36 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-161-74,24480,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
187.4 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,24510,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
187.44 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,24540,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
187.48 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,24570,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
187.52 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,24600,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
187.56 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,24630,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
187.6 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,24660,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
187.64 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,24690,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
187.68 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,24720,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
187.72 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,24750,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
187.76 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,24780,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
187.8 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,24810,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
187.84 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,24840,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
187.88 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,24870,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
187.92 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,24900,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
187.96 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,24930,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
188 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,24960,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
188.04 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,24990,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
188.08 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,25020,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
188.12 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,25050,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
188.16 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,25080,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
188.2 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,25110,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
188.24 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,25140,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
188.28 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,25170,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
188.32 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,25200,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
188.36 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,25230,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
188.4 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,25260,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
188.44 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,25290,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
188.48 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,25320,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
188.52 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,25350,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
188.56 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,25380,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
188.6 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,25410,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
188.64 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,25440,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
188.68 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,25470,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
188.72 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,25500,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
188.76 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,25530,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
188.8 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,25560,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
188.84 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,25590,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
188.88 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,25620,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
188.92 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,25650,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
188.96 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,25680,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
189 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,25710,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
189.04 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,25740,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
189.08 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,25770,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
189.12 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,25800,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
189.16 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,25830,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
189.2 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,25860,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
189.24 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,25890,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
189.28 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,25920,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
189.32 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,25950,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
189.36 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,25980,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
189.4 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,26010,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
189.44 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,26040,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
189.48 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,26070,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
189.52 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,26100,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
189.56 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,26130,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
189.6 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,26160,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
189.64 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,26190,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
189.68 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,26220,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
189.72 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,26250,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
189.76 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,26280,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
189.8 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,26310,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
189.84 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,26340,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
189.88 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,26370,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
189.92 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,26400,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
189.96 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,26430,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
190 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,26460,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
190.04 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,26490,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
190.08 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,26520,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
190.12 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,26550,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
190.16 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,26580,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
190.2 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,26610,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
190.24 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,26640,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
190.28 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,26670,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
190.32 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,26700,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
190.36 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,26730,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
190.4 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,26760,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
190.44 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,26790,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
190.48 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,26820,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
190.52 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,26850,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
190.56 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,26880,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
190.6 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,26910,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
190.64 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,26940,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
190.68 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,26970,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
190.72 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,27000,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
190.76 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,27030,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
190.8 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,27060,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
190.84 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,27090,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
190.88 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,27120,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
190.92 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,27150,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
190.96 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,27180,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
191 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,27210,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
191.04 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,27240,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
191.08 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,27270,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
191.12 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,27300,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
191.16 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,27330,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
191.2 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,27360,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
191.24 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,27390,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
191.28 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,27420,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
191.32 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,27450,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
191.36 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,27480,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
191.4 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,27510,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
191.44 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,27540,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
191.48 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,27570,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
191.52 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,27600,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
191.56 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,27630,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
191.6 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,27660,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
191.64 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,27690,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
191.68 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,27720,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
191.72 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,27750,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
191.76 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,27780,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
191.8 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,27810,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
191.84 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,27840,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
191.88 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,27870,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
191.92 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,27900,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
191.96 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,27930,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
192 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,27960,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
192.04 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,27990,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
192.08 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,28020,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
192.12 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,28050,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
192.16 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,28080,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
192.2 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,28110,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
192.24 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,28140,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
192.28 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,28170,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
192.32 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,28200,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
192.36 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,28230,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
192.4 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,28260,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
192.44 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,28290,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
192.48 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,28320,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
192.52 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,28350,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
192.56 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,28380,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
192.6 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,28410,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
192.64 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,28440,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
192.68 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,28470,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
192.72 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,28500,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
192.76 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,28530,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
192.8 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,28560,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
192.84 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,28590,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
192.88 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,28620,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
192.92 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,28650,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
192.96 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,28680,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
193 sec,156-324-225-116,207-247-139-77,635-325-173-142,561-236-122-106,,345-202-160-74,28710,G-C1L1P-Mar30-C-Kelly_q2_05-06_30fps.mp4,30
